# time(s) P_laser(W)
0.000000e+00,3.779187e+01
6.000000e-06,4.136982e+01
1.200000e-05,4.467134e+01
1.800000e-05,4.763811e+01
2.400000e-05,5.023440e+01
3.000000e-05,5.244708e+01
3.600000e-05,5.428357e+01
4.200000e-05,5.576801e+01
4.800000e-05,5.693656e+01
5.400000e-05,5.783244e+01
6.000000e-05,5.850135e+01
6.600000e-05,5.898776e+01
7.200000e-05,5.933226e+01
7.800000e-05,5.956988e+01
8.400000e-05,5.972952e+01
9.000000e-05,5.983398e+01
9.600000e-05,5.990055e+01
1.020000e-04,5.994188e+01
1.080000e-04,5.996686e+01
1.140000e-04,5.998157e+01
1.200000e-04,5.999001e+01
1.260000e-04,5.999474e+01
1.320000e-04,5.999730e+01
1.380000e-04,5.999866e+01
1.440000e-04,5.999936e+01
1.500000e-04,5.999972e+01
1.560000e-04,5.999989e+01
1.620000e-04,5.999997e+01
1.680000e-04,6.000001e+01
1.740000e-04,6.000002e+01
1.800000e-04,6.000003e+01
1.860000e-04,6.000003e+01
1.920000e-04,6.000003e+01
1.980000e-04,6.000004e+01
2.040000e-04,6.000004e+01
2.100000e-04,6.000004e+01
2.160000e-04,6.000004e+01
2.220000e-04,6.000004e+01
2.280000e-04,6.000004e+01
2.340000e-04,6.000005e+01
2.400000e-04,6.000005e+01
2.460000e-04,6.000005e+01
2.520000e-04,6.000005e+01
2.580000e-04,6.000005e+01
2.640000e-04,6.000005e+01
2.700000e-04,6.000005e+01
2.760000e-04,6.000005e+01
2.820000e-04,6.000005e+01
2.880000e-04,6.000005e+01
2.940000e-04,6.000005e+01
3.000000e-04,6.000004e+01
3.060000e-04,6.000004e+01
3.120000e-04,6.000004e+01
3.180000e-04,6.000003e+01
3.240000e-04,6.000003e+01
3.300000e-04,6.000003e+01
3.360000e-04,6.000003e+01
3.420000e-04,6.000003e+01
3.480000e-04,6.000003e+01
3.540000e-04,6.000003e+01
3.600000e-04,6.000003e+01
3.660000e-04,6.000004e+01
3.720000e-04,6.000004e+01
3.780000e-04,6.000004e+01
3.840000e-04,6.000004e+01
3.900000e-04,6.000004e+01
3.960000e-04,6.000004e+01
4.020000e-04,6.000004e+01
4.080000e-04,6.000004e+01
4.140000e-04,6.000004e+01
4.200000e-04,6.000004e+01
4.260000e-04,6.000004e+01
4.320000e-04,6.000005e+01
4.380000e-04,6.000005e+01
4.440000e-04,6.000005e+01
4.500000e-04,6.000005e+01
4.560000e-04,6.000005e+01
4.620000e-04,6.000005e+01
4.680000e-04,6.000005e+01
4.740000e-04,6.000005e+01
4.800000e-04,6.000005e+01
4.860000e-04,6.000005e+01
4.920000e-04,6.000005e+01
4.980000e-04,6.000005e+01
5.040000e-04,6.000005e+01
5.100000e-04,6.000005e+01
5.160000e-04,6.000005e+01
5.220000e-04,6.000004e+01
5.280000e-04,6.000005e+01
5.340000e-04,6.000004e+01
5.400000e-04,6.000004e+01
5.460000e-04,6.000004e+01
5.520000e-04,6.000005e+01
5.580000e-04,6.000004e+01
5.640000e-04,6.000005e+01
5.700000e-04,6.000005e+01
5.760000e-04,6.000005e+01
5.820000e-04,6.000005e+01
5.880000e-04,6.000005e+01
5.940000e-04,6.000005e+01
6.000000e-04,6.000005e+01
